seed,sampling_method,board_size,k,num_steps,skill_level,dirichlet_alpha,model_A,model_B,return_A,return_B
2,dirichlet-sample,9,32,256,0.3,1.0,az_good.ckpt,az_good.ckpt,35,28
9,dirichlet-sample,9,32,256,0.9,1.0,az_good.ckpt,az_good.ckpt,31,16
28,dirichlet-sample,9,32,256,0.3,1.0,az_good.ckpt,az_good.ckpt,42,39
12,dirichlet-sample,9,32,256,0.4,1.0,az_good.ckpt,az_good.ckpt,38,46
20,dirichlet-sample,9,32,256,0.2666,1.0,az_good.ckpt,az_good.ckpt,36,32
7,dirichlet-sample,9,32,256,0.6,1.0,az_good.ckpt,az_good.ckpt,32,48
3,dirichlet-sample,9,32,256,0.9,1.0,az_good.ckpt,az_good.ckpt,22,44
19,dirichlet-sample,9,32,256,0.2,1.0,az_good.ckpt,az_good.ckpt,31,36
4,dirichlet-sample,9,32,256,0.3666,1.0,az_good.ckpt,az_good.ckpt,42,43
11,dirichlet-sample,9,32,256,0.7333,1.0,az_good.ckpt,az_good.ckpt,35,31
24,dirichlet-sample,9,32,256,0.5666,1.0,az_good.ckpt,az_good.ckpt,33,27
7,dirichlet-sample,9,32,256,0.7,1.0,az_good.ckpt,az_good.ckpt,28,50
23,dirichlet-sample,9,32,256,0.4333,1.0,az_good.ckpt,az_good.ckpt,30,37
8,dirichlet-sample,9,32,256,0.1333,1.0,az_good.ckpt,az_good.ckpt,28,18
26,dirichlet-sample,9,32,256,0.8666,1.0,az_good.ckpt,az_good.ckpt,49,29
14,dirichlet-sample,9,32,256,0.2666,1.0,az_good.ckpt,az_good.ckpt,37,37
29,dirichlet-sample,9,32,256,0.7666,1.0,az_good.ckpt,az_good.ckpt,44,31
14,dirichlet-sample,9,32,256,0.6333,1.0,az_good.ckpt,az_good.ckpt,34,46
9,dirichlet-sample,9,32,256,0.5333,1.0,az_good.ckpt,az_good.ckpt,31,16
4,dirichlet-sample,9,32,256,0.8,1.0,az_good.ckpt,az_good.ckpt,42,43
8,dirichlet-sample,9,32,256,0.1,1.0,az_good.ckpt,az_good.ckpt,24,20
30,dirichlet-sample,9,32,256,0.7,1.0,az_good.ckpt,az_good.ckpt,46,36
17,dirichlet-sample,9,32,256,1.0,1.0,az_good.ckpt,az_good.ckpt,21,33
9,dirichlet-sample,9,32,256,0.1333,1.0,az_good.ckpt,az_good.ckpt,32,17
8,dirichlet-sample,9,32,256,0.4,1.0,az_good.ckpt,az_good.ckpt,28,19
29,dirichlet-sample,9,32,256,0.3333,1.0,az_good.ckpt,az_good.ckpt,44,31
25,dirichlet-sample,9,32,256,1.0,1.0,az_good.ckpt,az_good.ckpt,26,36
30,dirichlet-sample,9,32,256,0.6333,1.0,az_good.ckpt,az_good.ckpt,46,36
28,dirichlet-sample,9,32,256,0.5,1.0,az_good.ckpt,az_good.ckpt,45,36
1,dirichlet-sample,9,32,256,0.3333,1.0,az_good.ckpt,az_good.ckpt,44,29
24,dirichlet-sample,9,32,256,0.6666,1.0,az_good.ckpt,az_good.ckpt,33,27
8,dirichlet-sample,9,32,256,0.9666,1.0,az_good.ckpt,az_good.ckpt,28,19
26,dirichlet-sample,9,32,256,0.1333,1.0,az_good.ckpt,az_good.ckpt,41,37
12,dirichlet-sample,9,32,256,0.2333,1.0,az_good.ckpt,az_good.ckpt,38,46
16,dirichlet-sample,9,32,256,0.5666,1.0,az_good.ckpt,az_good.ckpt,27,36
1,dirichlet-sample,9,32,256,1.0,1.0,az_good.ckpt,az_good.ckpt,43,30
4,dirichlet-sample,9,32,256,0.0666,1.0,az_good.ckpt,az_good.ckpt,34,38
22,dirichlet-sample,9,32,256,0.3333,1.0,az_good.ckpt,az_good.ckpt,26,46
4,dirichlet-sample,9,32,256,0.5666,1.0,az_good.ckpt,az_good.ckpt,42,43
21,dirichlet-sample,9,32,256,0.6,1.0,az_good.ckpt,az_good.ckpt,52,27
12,dirichlet-sample,9,32,256,0.1333,1.0,az_good.ckpt,az_good.ckpt,38,46
24,dirichlet-sample,9,32,256,0.8333,1.0,az_good.ckpt,az_good.ckpt,36,26
23,dirichlet-sample,9,32,256,0.7333,1.0,az_good.ckpt,az_good.ckpt,30,37
24,dirichlet-sample,9,32,256,1.0,1.0,az_good.ckpt,az_good.ckpt,36,26
25,dirichlet-sample,9,32,256,0.2,1.0,az_good.ckpt,az_good.ckpt,34,33
1,dirichlet-sample,9,32,256,0.2,1.0,az_good.ckpt,az_good.ckpt,33,27
1,dirichlet-sample,9,32,256,0.8666,1.0,az_good.ckpt,az_good.ckpt,43,30
12,dirichlet-sample,9,32,256,0.9,1.0,az_good.ckpt,az_good.ckpt,35,42
1,dirichlet-sample,9,32,256,0.2666,1.0,az_good.ckpt,az_good.ckpt,33,27
14,dirichlet-sample,9,32,256,0.5333,1.0,az_good.ckpt,az_good.ckpt,37,45
21,dirichlet-sample,9,32,256,1.0,1.0,az_good.ckpt,az_good.ckpt,52,32
1,dirichlet-sample,9,32,256,0.9666,1.0,az_good.ckpt,az_good.ckpt,43,30
26,dirichlet-sample,9,32,256,0.0666,1.0,az_good.ckpt,az_good.ckpt,37,41
20,dirichlet-sample,9,32,256,0.0666,1.0,az_good.ckpt,az_good.ckpt,36,32
24,dirichlet-sample,9,32,256,0.4333,1.0,az_good.ckpt,az_good.ckpt,33,27
26,dirichlet-sample,9,32,256,0.7,1.0,az_good.ckpt,az_good.ckpt,51,29
10,dirichlet-sample,9,32,256,0.4666,1.0,az_good.ckpt,az_good.ckpt,38,29
26,dirichlet-sample,9,32,256,0.0,1.0,az_good.ckpt,az_good.ckpt,37,41
29,dirichlet-sample,9,32,256,0.5,1.0,az_good.ckpt,az_good.ckpt,44,31
12,dirichlet-sample,9,32,256,0.1,1.0,az_good.ckpt,az_good.ckpt,33,43
18,dirichlet-sample,9,32,256,0.5666,1.0,az_good.ckpt,az_good.ckpt,18,35
10,dirichlet-sample,9,32,256,0.3333,1.0,az_good.ckpt,az_good.ckpt,38,29
7,dirichlet-sample,9,32,256,0.9,1.0,az_good.ckpt,az_good.ckpt,41,47
5,dirichlet-sample,9,32,256,0.3333,1.0,az_good.ckpt,az_good.ckpt,28,30
28,dirichlet-sample,9,32,256,0.9,1.0,az_good.ckpt,az_good.ckpt,45,36
15,dirichlet-sample,9,32,256,0.9333,1.0,az_good.ckpt,az_good.ckpt,38,21
27,dirichlet-sample,9,32,256,0.0,1.0,az_good.ckpt,az_good.ckpt,30,39
16,dirichlet-sample,9,32,256,0.1,1.0,az_good.ckpt,az_good.ckpt,25,33
19,dirichlet-sample,9,32,256,0.0333,1.0,az_good.ckpt,az_good.ckpt,31,36
27,dirichlet-sample,9,32,256,0.6666,1.0,az_good.ckpt,az_good.ckpt,26,50
28,dirichlet-sample,9,32,256,0.1666,1.0,az_good.ckpt,az_good.ckpt,42,39
2,dirichlet-sample,9,32,256,0.7333,1.0,az_good.ckpt,az_good.ckpt,34,26
12,dirichlet-sample,9,32,256,0.8333,1.0,az_good.ckpt,az_good.ckpt,29,44
14,dirichlet-sample,9,32,256,0.4666,1.0,az_good.ckpt,az_good.ckpt,37,38
13,dirichlet-sample,9,32,256,0.2333,1.0,az_good.ckpt,az_good.ckpt,19,36
6,dirichlet-sample,9,32,256,0.2,1.0,az_good.ckpt,az_good.ckpt,31,38
4,dirichlet-sample,9,32,256,0.1,1.0,az_good.ckpt,az_good.ckpt,42,43
27,dirichlet-sample,9,32,256,0.8666,1.0,az_good.ckpt,az_good.ckpt,31,26
16,dirichlet-sample,9,32,256,0.4,1.0,az_good.ckpt,az_good.ckpt,26,32
26,dirichlet-sample,9,32,256,0.8,1.0,az_good.ckpt,az_good.ckpt,45,45
20,dirichlet-sample,9,32,256,0.0333,1.0,az_good.ckpt,az_good.ckpt,36,32
23,dirichlet-sample,9,32,256,0.1,1.0,az_good.ckpt,az_good.ckpt,29,36
25,dirichlet-sample,9,32,256,0.1666,1.0,az_good.ckpt,az_good.ckpt,34,33
30,dirichlet-sample,9,32,256,0.4,1.0,az_good.ckpt,az_good.ckpt,47,36
18,dirichlet-sample,9,32,256,0.1333,1.0,az_good.ckpt,az_good.ckpt,20,39
7,dirichlet-sample,9,32,256,0.8333,1.0,az_good.ckpt,az_good.ckpt,28,50
10,dirichlet-sample,9,32,256,0.4,1.0,az_good.ckpt,az_good.ckpt,38,29
11,dirichlet-sample,9,32,256,0.4,1.0,az_good.ckpt,az_good.ckpt,35,32
23,dirichlet-sample,9,32,256,0.8666,1.0,az_good.ckpt,az_good.ckpt,30,37
29,dirichlet-sample,9,32,256,0.8333,1.0,az_good.ckpt,az_good.ckpt,45,30
16,dirichlet-sample,9,32,256,0.0,1.0,az_good.ckpt,az_good.ckpt,27,32
23,dirichlet-sample,9,32,256,0.8333,1.0,az_good.ckpt,az_good.ckpt,30,37
27,dirichlet-sample,9,32,256,0.4333,1.0,az_good.ckpt,az_good.ckpt,34,36
12,dirichlet-sample,9,32,256,0.2,1.0,az_good.ckpt,az_good.ckpt,38,46
2,dirichlet-sample,9,32,256,0.4,1.0,az_good.ckpt,az_good.ckpt,34,26
21,dirichlet-sample,9,32,256,0.2,1.0,az_good.ckpt,az_good.ckpt,56,30
28,dirichlet-sample,9,32,256,0.6,1.0,az_good.ckpt,az_good.ckpt,45,36
13,dirichlet-sample,9,32,256,0.9666,1.0,az_good.ckpt,az_good.ckpt,22,32
6,dirichlet-sample,9,32,256,0.4,1.0,az_good.ckpt,az_good.ckpt,31,38
19,dirichlet-sample,9,32,256,0.5,1.0,az_good.ckpt,az_good.ckpt,28,37
13,dirichlet-sample,9,32,256,0.8,1.0,az_good.ckpt,az_good.ckpt,18,40
2,dirichlet-sample,9,32,256,0.6,1.0,az_good.ckpt,az_good.ckpt,34,26
3,dirichlet-sample,9,32,256,0.4,1.0,az_good.ckpt,az_good.ckpt,22,39
9,dirichlet-sample,9,32,256,0.4,1.0,az_good.ckpt,az_good.ckpt,32,16
2,dirichlet-sample,9,32,256,0.2,1.0,az_good.ckpt,az_good.ckpt,35,28
17,dirichlet-sample,9,32,256,0.1,1.0,az_good.ckpt,az_good.ckpt,22,31
14,dirichlet-sample,9,32,256,0.2333,1.0,az_good.ckpt,az_good.ckpt,37,37
8,dirichlet-sample,9,32,256,0.8,1.0,az_good.ckpt,az_good.ckpt,28,19
28,dirichlet-sample,9,32,256,0.9666,1.0,az_good.ckpt,az_good.ckpt,45,36
20,dirichlet-sample,9,32,256,0.9,1.0,az_good.ckpt,az_good.ckpt,39,34
3,dirichlet-sample,9,32,256,0.5333,1.0,az_good.ckpt,az_good.ckpt,22,33
13,dirichlet-sample,9,32,256,0.3,1.0,az_good.ckpt,az_good.ckpt,19,36
26,dirichlet-sample,9,32,256,1.0,1.0,az_good.ckpt,az_good.ckpt,49,29
30,dirichlet-sample,9,32,256,0.1666,1.0,az_good.ckpt,az_good.ckpt,47,40
11,dirichlet-sample,9,32,256,0.5,1.0,az_good.ckpt,az_good.ckpt,35,43
27,dirichlet-sample,9,32,256,0.7333,1.0,az_good.ckpt,az_good.ckpt,26,50
28,dirichlet-sample,9,32,256,1.0,1.0,az_good.ckpt,az_good.ckpt,45,36
17,dirichlet-sample,9,32,256,0.4333,1.0,az_good.ckpt,az_good.ckpt,23,33
15,dirichlet-sample,9,32,256,0.6333,1.0,az_good.ckpt,az_good.ckpt,39,19
6,dirichlet-sample,9,32,256,0.5,1.0,az_good.ckpt,az_good.ckpt,37,34
10,dirichlet-sample,9,32,256,0.4333,1.0,az_good.ckpt,az_good.ckpt,38,29
15,dirichlet-sample,9,32,256,0.4333,1.0,az_good.ckpt,az_good.ckpt,40,18
5,dirichlet-sample,9,32,256,0.9,1.0,az_good.ckpt,az_good.ckpt,27,41
12,dirichlet-sample,9,32,256,0.0,1.0,az_good.ckpt,az_good.ckpt,33,43
16,dirichlet-sample,9,32,256,0.9666,1.0,az_good.ckpt,az_good.ckpt,27,28
22,dirichlet-sample,9,32,256,0.4666,1.0,az_good.ckpt,az_good.ckpt,26,42
14,dirichlet-sample,9,32,256,0.7,1.0,az_good.ckpt,az_good.ckpt,34,46
17,dirichlet-sample,9,32,256,0.4666,1.0,az_good.ckpt,az_good.ckpt,23,33
18,dirichlet-sample,9,32,256,0.6666,1.0,az_good.ckpt,az_good.ckpt,18,35
6,dirichlet-sample,9,32,256,0.5333,1.0,az_good.ckpt,az_good.ckpt,25,38
6,dirichlet-sample,9,32,256,0.0666,1.0,az_good.ckpt,az_good.ckpt,31,38
15,dirichlet-sample,9,32,256,0.5666,1.0,az_good.ckpt,az_good.ckpt,39,19
12,dirichlet-sample,9,32,256,0.9666,1.0,az_good.ckpt,az_good.ckpt,35,42
30,dirichlet-sample,9,32,256,0.8666,1.0,az_good.ckpt,az_good.ckpt,45,33
9,dirichlet-sample,9,32,256,0.8666,1.0,az_good.ckpt,az_good.ckpt,31,16
21,dirichlet-sample,9,32,256,0.0333,1.0,az_good.ckpt,az_good.ckpt,56,30
20,dirichlet-sample,9,32,256,0.8666,1.0,az_good.ckpt,az_good.ckpt,39,34
9,dirichlet-sample,9,32,256,0.4666,1.0,az_good.ckpt,az_good.ckpt,31,16
4,dirichlet-sample,9,32,256,0.5333,1.0,az_good.ckpt,az_good.ckpt,42,43
15,dirichlet-sample,9,32,256,0.4,1.0,az_good.ckpt,az_good.ckpt,40,18
6,dirichlet-sample,9,32,256,0.7,1.0,az_good.ckpt,az_good.ckpt,33,42
20,dirichlet-sample,9,32,256,0.4333,1.0,az_good.ckpt,az_good.ckpt,36,32
25,dirichlet-sample,9,32,256,0.2333,1.0,az_good.ckpt,az_good.ckpt,34,33
22,dirichlet-sample,9,32,256,1.0,1.0,az_good.ckpt,az_good.ckpt,34,44
26,dirichlet-sample,9,32,256,0.1,1.0,az_good.ckpt,az_good.ckpt,37,41
4,dirichlet-sample,9,32,256,0.2666,1.0,az_good.ckpt,az_good.ckpt,42,43
20,dirichlet-sample,9,32,256,0.9666,1.0,az_good.ckpt,az_good.ckpt,41,37
4,dirichlet-sample,9,32,256,0.4333,1.0,az_good.ckpt,az_good.ckpt,42,43
1,dirichlet-sample,9,32,256,0.6,1.0,az_good.ckpt,az_good.ckpt,44,29
8,dirichlet-sample,9,32,256,0.4333,1.0,az_good.ckpt,az_good.ckpt,28,19
19,dirichlet-sample,9,32,256,0.8666,1.0,az_good.ckpt,az_good.ckpt,27,35
12,dirichlet-sample,9,32,256,0.0666,1.0,az_good.ckpt,az_good.ckpt,33,43
21,dirichlet-sample,9,32,256,0.1,1.0,az_good.ckpt,az_good.ckpt,56,30
19,dirichlet-sample,9,32,256,0.1,1.0,az_good.ckpt,az_good.ckpt,31,36
6,dirichlet-sample,9,32,256,0.8333,1.0,az_good.ckpt,az_good.ckpt,33,42
16,dirichlet-sample,9,32,256,0.4666,1.0,az_good.ckpt,az_good.ckpt,25,36
27,dirichlet-sample,9,32,256,1.0,1.0,az_good.ckpt,az_good.ckpt,23,29
5,dirichlet-sample,9,32,256,0.2,1.0,az_good.ckpt,az_good.ckpt,33,26
1,dirichlet-sample,9,32,256,0.3666,1.0,az_good.ckpt,az_good.ckpt,44,29
20,dirichlet-sample,9,32,256,0.3333,1.0,az_good.ckpt,az_good.ckpt,36,32
22,dirichlet-sample,9,32,256,0.0333,1.0,az_good.ckpt,az_good.ckpt,26,48
19,dirichlet-sample,9,32,256,0.5666,1.0,az_good.ckpt,az_good.ckpt,27,35
11,dirichlet-sample,9,32,256,0.6666,1.0,az_good.ckpt,az_good.ckpt,35,30
21,dirichlet-sample,9,32,256,0.2333,1.0,az_good.ckpt,az_good.ckpt,56,30
7,dirichlet-sample,9,32,256,0.3,1.0,az_good.ckpt,az_good.ckpt,32,48
30,dirichlet-sample,9,32,256,0.0,1.0,az_good.ckpt,az_good.ckpt,44,35
29,dirichlet-sample,9,32,256,0.1666,1.0,az_good.ckpt,az_good.ckpt,44,31
3,dirichlet-sample,9,32,256,0.6333,1.0,az_good.ckpt,az_good.ckpt,22,44
18,dirichlet-sample,9,32,256,0.3666,1.0,az_good.ckpt,az_good.ckpt,21,39
8,dirichlet-sample,9,32,256,0.5666,1.0,az_good.ckpt,az_good.ckpt,28,19
14,dirichlet-sample,9,32,256,0.3666,1.0,az_good.ckpt,az_good.ckpt,37,38
4,dirichlet-sample,9,32,256,0.2,1.0,az_good.ckpt,az_good.ckpt,42,43
22,dirichlet-sample,9,32,256,0.8333,1.0,az_good.ckpt,az_good.ckpt,34,44
27,dirichlet-sample,9,32,256,0.6333,1.0,az_good.ckpt,az_good.ckpt,26,50
10,dirichlet-sample,9,32,256,0.1333,1.0,az_good.ckpt,az_good.ckpt,39,28
13,dirichlet-sample,9,32,256,0.1333,1.0,az_good.ckpt,az_good.ckpt,19,36
19,dirichlet-sample,9,32,256,0.1666,1.0,az_good.ckpt,az_good.ckpt,31,36
30,dirichlet-sample,9,32,256,0.1333,1.0,az_good.ckpt,az_good.ckpt,47,40
10,dirichlet-sample,9,32,256,0.2666,1.0,az_good.ckpt,az_good.ckpt,39,29
12,dirichlet-sample,9,32,256,0.1666,1.0,az_good.ckpt,az_good.ckpt,38,46
23,dirichlet-sample,9,32,256,0.0666,1.0,az_good.ckpt,az_good.ckpt,29,36
8,dirichlet-sample,9,32,256,0.2666,1.0,az_good.ckpt,az_good.ckpt,28,19
9,dirichlet-sample,9,32,256,0.9333,1.0,az_good.ckpt,az_good.ckpt,31,16
4,dirichlet-sample,9,32,256,0.7333,1.0,az_good.ckpt,az_good.ckpt,42,43
4,dirichlet-sample,9,32,256,0.5,1.0,az_good.ckpt,az_good.ckpt,42,43
22,dirichlet-sample,9,32,256,0.0,1.0,az_good.ckpt,az_good.ckpt,26,48
11,dirichlet-sample,9,32,256,0.0,1.0,az_good.ckpt,az_good.ckpt,36,32
13,dirichlet-sample,9,32,256,0.5666,1.0,az_good.ckpt,az_good.ckpt,20,41
23,dirichlet-sample,9,32,256,0.6333,1.0,az_good.ckpt,az_good.ckpt,30,37
21,dirichlet-sample,9,32,256,0.4666,1.0,az_good.ckpt,az_good.ckpt,52,27
6,dirichlet-sample,9,32,256,0.1666,1.0,az_good.ckpt,az_good.ckpt,31,38
25,dirichlet-sample,9,32,256,0.5333,1.0,az_good.ckpt,az_good.ckpt,27,33
25,dirichlet-sample,9,32,256,0.7666,1.0,az_good.ckpt,az_good.ckpt,29,32
24,dirichlet-sample,9,32,256,0.9333,1.0,az_good.ckpt,az_good.ckpt,36,26
1,dirichlet-sample,9,32,256,0.7666,1.0,az_good.ckpt,az_good.ckpt,43,30
15,dirichlet-sample,9,32,256,0.8333,1.0,az_good.ckpt,az_good.ckpt,38,21
22,dirichlet-sample,9,32,256,0.1666,1.0,az_good.ckpt,az_good.ckpt,24,47
14,dirichlet-sample,9,32,256,0.4333,1.0,az_good.ckpt,az_good.ckpt,37,38
11,dirichlet-sample,9,32,256,0.1333,1.0,az_good.ckpt,az_good.ckpt,36,32
11,dirichlet-sample,9,32,256,0.4666,1.0,az_good.ckpt,az_good.ckpt,35,43
11,dirichlet-sample,9,32,256,0.3333,1.0,az_good.ckpt,az_good.ckpt,35,32
13,dirichlet-sample,9,32,256,0.4666,1.0,az_good.ckpt,az_good.ckpt,19,36
20,dirichlet-sample,9,32,256,0.6666,1.0,az_good.ckpt,az_good.ckpt,40,36
7,dirichlet-sample,9,32,256,1.0,1.0,az_good.ckpt,az_good.ckpt,41,50
20,dirichlet-sample,9,32,256,0.5666,1.0,az_good.ckpt,az_good.ckpt,40,36
1,dirichlet-sample,9,32,256,0.6666,1.0,az_good.ckpt,az_good.ckpt,44,29
20,dirichlet-sample,9,32,256,0.0,1.0,az_good.ckpt,az_good.ckpt,36,32
10,dirichlet-sample,9,32,256,0.9666,1.0,az_good.ckpt,az_good.ckpt,38,29
8,dirichlet-sample,9,32,256,0.0666,1.0,az_good.ckpt,az_good.ckpt,24,20
23,dirichlet-sample,9,32,256,1.0,1.0,az_good.ckpt,az_good.ckpt,30,37
26,dirichlet-sample,9,32,256,0.7333,1.0,az_good.ckpt,az_good.ckpt,45,45
29,dirichlet-sample,9,32,256,0.6333,1.0,az_good.ckpt,az_good.ckpt,44,31
15,dirichlet-sample,9,32,256,0.0,1.0,az_good.ckpt,az_good.ckpt,40,18
14,dirichlet-sample,9,32,256,0.6,1.0,az_good.ckpt,az_good.ckpt,34,46
28,dirichlet-sample,9,32,256,0.6333,1.0,az_good.ckpt,az_good.ckpt,45,36
25,dirichlet-sample,9,32,256,0.9666,1.0,az_good.ckpt,az_good.ckpt,26,36
19,dirichlet-sample,9,32,256,1.0,1.0,az_good.ckpt,az_good.ckpt,27,35
23,dirichlet-sample,9,32,256,0.3333,1.0,az_good.ckpt,az_good.ckpt,30,37
29,dirichlet-sample,9,32,256,0.3666,1.0,az_good.ckpt,az_good.ckpt,44,31
5,dirichlet-sample,9,32,256,0.8333,1.0,az_good.ckpt,az_good.ckpt,27,41
6,dirichlet-sample,9,32,256,0.9,1.0,az_good.ckpt,az_good.ckpt,33,42
23,dirichlet-sample,9,32,256,0.4666,1.0,az_good.ckpt,az_good.ckpt,30,37
8,dirichlet-sample,9,32,256,0.3,1.0,az_good.ckpt,az_good.ckpt,28,19
4,dirichlet-sample,9,32,256,0.1666,1.0,az_good.ckpt,az_good.ckpt,42,43
8,dirichlet-sample,9,32,256,0.5,1.0,az_good.ckpt,az_good.ckpt,28,19
3,dirichlet-sample,9,32,256,0.3,1.0,az_good.ckpt,az_good.ckpt,28,36
17,dirichlet-sample,9,32,256,0.0666,1.0,az_good.ckpt,az_good.ckpt,22,31
3,dirichlet-sample,9,32,256,0.6666,1.0,az_good.ckpt,az_good.ckpt,22,44
21,dirichlet-sample,9,32,256,0.5333,1.0,az_good.ckpt,az_good.ckpt,52,27
18,dirichlet-sample,9,32,256,0.8333,1.0,az_good.ckpt,az_good.ckpt,18,35
20,dirichlet-sample,9,32,256,0.8333,1.0,az_good.ckpt,az_good.ckpt,39,34
4,dirichlet-sample,9,32,256,0.3333,1.0,az_good.ckpt,az_good.ckpt,42,43
15,dirichlet-sample,9,32,256,0.8666,1.0,az_good.ckpt,az_good.ckpt,38,21
7,dirichlet-sample,9,32,256,0.6333,1.0,az_good.ckpt,az_good.ckpt,28,50
25,dirichlet-sample,9,32,256,0.7,1.0,az_good.ckpt,az_good.ckpt,28,31
22,dirichlet-sample,9,32,256,0.9,1.0,az_good.ckpt,az_good.ckpt,34,44
5,dirichlet-sample,9,32,256,0.1333,1.0,az_good.ckpt,az_good.ckpt,35,22
13,dirichlet-sample,9,32,256,0.3333,1.0,az_good.ckpt,az_good.ckpt,19,36
3,dirichlet-sample,9,32,256,0.3333,1.0,az_good.ckpt,az_good.ckpt,22,39
1,dirichlet-sample,9,32,256,0.4333,1.0,az_good.ckpt,az_good.ckpt,44,29
20,dirichlet-sample,9,32,256,0.7,1.0,az_good.ckpt,az_good.ckpt,40,37
16,dirichlet-sample,9,32,256,0.8,1.0,az_good.ckpt,az_good.ckpt,26,33
29,dirichlet-sample,9,32,256,0.6666,1.0,az_good.ckpt,az_good.ckpt,44,31
2,dirichlet-sample,9,32,256,0.7,1.0,az_good.ckpt,az_good.ckpt,34,26
16,dirichlet-sample,9,32,256,0.5333,1.0,az_good.ckpt,az_good.ckpt,27,36
9,dirichlet-sample,9,32,256,0.6333,1.0,az_good.ckpt,az_good.ckpt,31,16
21,dirichlet-sample,9,32,256,0.4333,1.0,az_good.ckpt,az_good.ckpt,52,27
8,dirichlet-sample,9,32,256,1.0,1.0,az_good.ckpt,az_good.ckpt,28,19
22,dirichlet-sample,9,32,256,0.0666,1.0,az_good.ckpt,az_good.ckpt,26,48
16,dirichlet-sample,9,32,256,0.8666,1.0,az_good.ckpt,az_good.ckpt,26,33
13,dirichlet-sample,9,32,256,0.1,1.0,az_good.ckpt,az_good.ckpt,19,36
17,dirichlet-sample,9,32,256,0.6,1.0,az_good.ckpt,az_good.ckpt,23,33
20,dirichlet-sample,9,32,256,0.6,1.0,az_good.ckpt,az_good.ckpt,40,36
10,dirichlet-sample,9,32,256,0.0,1.0,az_good.ckpt,az_good.ckpt,39,28
14,dirichlet-sample,9,32,256,0.5,1.0,az_good.ckpt,az_good.ckpt,37,38
16,dirichlet-sample,9,32,256,0.0333,1.0,az_good.ckpt,az_good.ckpt,25,34
13,dirichlet-sample,9,32,256,0.9333,1.0,az_good.ckpt,az_good.ckpt,21,33
4,dirichlet-sample,9,32,256,0.2333,1.0,az_good.ckpt,az_good.ckpt,42,43
18,dirichlet-sample,9,32,256,0.9666,1.0,az_good.ckpt,az_good.ckpt,18,35
14,dirichlet-sample,9,32,256,1.0,1.0,az_good.ckpt,az_good.ckpt,31,45
29,dirichlet-sample,9,32,256,1.0,1.0,az_good.ckpt,az_good.ckpt,45,30
13,dirichlet-sample,9,32,256,0.6333,1.0,az_good.ckpt,az_good.ckpt,20,41
21,dirichlet-sample,9,32,256,0.0,1.0,az_good.ckpt,az_good.ckpt,56,30
10,dirichlet-sample,9,32,256,0.9333,1.0,az_good.ckpt,az_good.ckpt,38,29
18,dirichlet-sample,9,32,256,0.3,1.0,az_good.ckpt,az_good.ckpt,20,39
23,dirichlet-sample,9,32,256,0.7666,1.0,az_good.ckpt,az_good.ckpt,30,37
18,dirichlet-sample,9,32,256,0.1666,1.0,az_good.ckpt,az_good.ckpt,20,39
17,dirichlet-sample,9,32,256,0.5666,1.0,az_good.ckpt,az_good.ckpt,23,33
6,dirichlet-sample,9,32,256,1.0,1.0,az_good.ckpt,az_good.ckpt,33,42
5,dirichlet-sample,9,32,256,0.7333,1.0,az_good.ckpt,az_good.ckpt,27,41
24,dirichlet-sample,9,32,256,0.3666,1.0,az_good.ckpt,az_good.ckpt,33,27
4,dirichlet-sample,9,32,256,0.0333,1.0,az_good.ckpt,az_good.ckpt,34,38
12,dirichlet-sample,9,32,256,1.0,1.0,az_good.ckpt,az_good.ckpt,35,42
22,dirichlet-sample,9,32,256,0.4333,1.0,az_good.ckpt,az_good.ckpt,26,46
29,dirichlet-sample,9,32,256,0.1,1.0,az_good.ckpt,az_good.ckpt,44,31
17,dirichlet-sample,9,32,256,0.7666,1.0,az_good.ckpt,az_good.ckpt,23,33
1,dirichlet-sample,9,32,256,0.7,1.0,az_good.ckpt,az_good.ckpt,44,29
28,dirichlet-sample,9,32,256,0.8,1.0,az_good.ckpt,az_good.ckpt,45,36
25,dirichlet-sample,9,32,256,0.8333,1.0,az_good.ckpt,az_good.ckpt,28,34
2,dirichlet-sample,9,32,256,0.5666,1.0,az_good.ckpt,az_good.ckpt,34,26
24,dirichlet-sample,9,32,256,0.5,1.0,az_good.ckpt,az_good.ckpt,33,27
5,dirichlet-sample,9,32,256,0.1,1.0,az_good.ckpt,az_good.ckpt,35,22
3,dirichlet-sample,9,32,256,0.7666,1.0,az_good.ckpt,az_good.ckpt,22,44
14,dirichlet-sample,9,32,256,0.0666,1.0,az_good.ckpt,az_good.ckpt,33,38
19,dirichlet-sample,9,32,256,0.9,1.0,az_good.ckpt,az_good.ckpt,27,35
24,dirichlet-sample,9,32,256,0.7666,1.0,az_good.ckpt,az_good.ckpt,36,26
21,dirichlet-sample,9,32,256,0.6333,1.0,az_good.ckpt,az_good.ckpt,52,27
7,dirichlet-sample,9,32,256,0.2666,1.0,az_good.ckpt,az_good.ckpt,32,48
14,dirichlet-sample,9,32,256,0.1666,1.0,az_good.ckpt,az_good.ckpt,36,38
15,dirichlet-sample,9,32,256,0.3333,1.0,az_good.ckpt,az_good.ckpt,40,18
1,dirichlet-sample,9,32,256,0.1,1.0,az_good.ckpt,az_good.ckpt,33,27
6,dirichlet-sample,9,32,256,0.9666,1.0,az_good.ckpt,az_good.ckpt,33,42
