seed,board_size,k,num_steps,skill_level,dirichlet_alpha,model_A,model_B,return_A,return_B
13,9,32,256,0.7,1.0,az_good.ckpt,az_good.ckpt,112,15
14,9,32,256,0.9,1.0,az_good.ckpt,az_good.ckpt,189,13
25,9,32,256,1.1,1.0,az_good.ckpt,az_good.ckpt,81,8
14,9,32,256,1.8,1.0,az_good.ckpt,az_good.ckpt,93,12
22,9,32,256,0.1,1.0,az_good.ckpt,az_good.ckpt,240,4
29,9,32,256,2.2,1.0,az_good.ckpt,az_good.ckpt,46,16
21,9,32,256,0.5,1.0,az_good.ckpt,az_good.ckpt,177,17
27,9,32,256,2.6,1.0,az_good.ckpt,az_good.ckpt,127,26
5,9,32,256,1.1,1.0,az_good.ckpt,az_good.ckpt,125,13
28,9,32,256,1.9,1.0,az_good.ckpt,az_good.ckpt,34,14
19,9,32,256,2.4,1.0,az_good.ckpt,az_good.ckpt,50,7
2,9,32,256,1.9,1.0,az_good.ckpt,az_good.ckpt,81,47
5,9,32,256,0.1,1.0,az_good.ckpt,az_good.ckpt,196,6
3,9,32,256,1.8,1.0,az_good.ckpt,az_good.ckpt,115,7
7,9,32,256,1.4,1.0,az_good.ckpt,az_good.ckpt,148,23
29,9,32,256,1.4,1.0,az_good.ckpt,az_good.ckpt,36,3
2,9,32,256,2.4,1.0,az_good.ckpt,az_good.ckpt,59,54
22,9,32,256,1.7,1.0,az_good.ckpt,az_good.ckpt,54,25
6,9,32,256,2.4,1.0,az_good.ckpt,az_good.ckpt,18,1
5,9,32,256,0.4,1.0,az_good.ckpt,az_good.ckpt,166,13
14,9,32,256,0.4,1.0,az_good.ckpt,az_good.ckpt,113,15
19,9,32,256,3.0,1.0,az_good.ckpt,az_good.ckpt,84,16
1,9,32,256,1.4,1.0,az_good.ckpt,az_good.ckpt,144,13
10,9,32,256,1.4,1.0,az_good.ckpt,az_good.ckpt,110,14
10,9,32,256,2.2,1.0,az_good.ckpt,az_good.ckpt,81,13
20,9,32,256,1.0,1.0,az_good.ckpt,az_good.ckpt,126,12
